current_house_price,zipcode,ownership_pct
481785,38940,0.016
263865,35004,0.058
317265,11180,0.094
229454,25220,0.057
674319,38900,0.063
673967,31860,0.015
125577,26380,0.015
729273,42700,0.035
371598,0,0.023
194803,10780,0.007
368272,50056,0.073
447361,31700,0.038
783206,50009,0.062
416186,42340,0.023
244669,50028,0.054
137837,35980,0.014
784249,40420,0.057
150259,50026,0.03
671056,48140,0.008
986891,14454,0.085
343189,25220,0.043
731470,50034,0.069
577935,29420,0.002
859264,50055,0.072
472623,50037,0.004
103080,39140,0.044
493050,28940,0.053
685498,13020,0.084
484430,42100,0.05
942949,30300,0.039
323956,48260,0.041
208488,12940,0.011
392203,27780,0.008
190436,41660,0.081
551104,20100,0.01
414795,31740,0.091
471175,16940,0.051
536619,44700,0.045
597023,49020,0.024
683110,48660,0.088
407997,21420,0.076
228769,50023,0.094
459880,50038,0.065
415642,31084,0.086
707390,24780,0.041
624780,39580,0.011
992962,17140,0.026
770176,38940,0.079
207460,34620,0.015
649660,38540,0.06
968602,31420,0.078
229088,25980,0.066
556875,50016,0.048
718863,18700,0.025
879234,31860,0.016
920257,50038,0.042
273310,16940,0.087
259225,42680,0.039
579182,40220,0.08
357428,12620,0.099
956860,18880,0.087
766705,50023,0.028
761574,26580,0.07
779563,42100,0.064
176152,16620,0.067
901238,16220,0.034
238764,35084,0.084
759022,43620,0.069
658936,22220,0.025
151729,13820,0.097
309295,29200,0.031
622262,46520,0.083
514548,25060,0.036
184929,45300,0.058
829166,29460,0.03
249261,50032,0.009
492597,50047,0.033
313615,19804,0.029
494442,49020,0.063
614339,46520,0.073
614552,24300,0.056
484948,41060,0.02
743230,41420,0.006
189836,24780,0.005
581758,40380,0.092
269155,39380,0.036
801863,42100,0.004
926701,27180,0.06
157901,11100,0.084
701373,42034,0.036
178068,17420,0.003
663584,31860,0.011
334856,46340,0.068
638219,40220,0.046
982270,27740,0.048
509691,50035,0.051
191852,27860,0.091
575685,21660,0.085
962165,42220,0.077
123938,10780,0.031
168845,10780,0.044
442920,45220,0.07
685969,22660,0.039
976141,36780,0.063
310859,43300,0.065
489388,19380,0.017
105379,39140,0.002
379966,48700,0.096
209513,50034,0.079
575200,44100,0.074
373764,50025,0.01
467359,24660,0.094
635354,39660,0.029
445987,29100,0.02
921201,13820,0.017
935419,50048,0.066
285417,21780,0.096
243130,15260,0.09
802956,27500,0.054
591309,21140,0.018
115048,22220,0.027
873576,44220,0.053
355003,33540,0.092
446431,36100,0.036
379068,24260,0.064
749613,27060,0.04
782838,42700,0.093
301294,14454,0.021
639655,31460,0.089
950318,43900,0.051
737830,29200,0.048
913627,32900,0.082
865624,49620,0.061
350456,45104,0.016
828717,27140,0.036
455718,18140,0.053
699119,16740,0.098
217229,15804,0.078
519499,0,0.024
316395,12620,0.09
257402,30620,0.018
152942,16860,0.085
661324,15804,0.025
244510,16974,0.09
334839,46220,0.031
634287,49620,0.047
731453,42200,0.058
540886,27620,0.06
323046,39540,0.095
796617,47580,0.075
491348,31460,0.1
524441,46220,0.064
761945,12060,0.044
447945,17460,0.077
200016,29020,0.047
146321,25420,0.07
414624,30700,0.045
782466,48424,0.069
178006,40140,0.013
676566,50051,0.098
557132,19660,0.073
288225,50024,0.021
510459,39580,0.039
534124,14100,0.068
915897,24780,0.027
386561,34740,0.043
287603,26620,0.041
924669,26900,0.044
360680,27260,0.016
204710,31900,0.055
382424,23900,0.027
551638,40660,0.005
127306,22220,0.019
942514,31140,0.052
124436,30700,0.06
103468,18880,0.09
303965,39580,0.053
290595,43340,0.084
700251,24420,0.047
799790,24540,0.084
665136,25540,0.098
837569,25620,0.067
862121,22140,0.077
668671,23104,0.071
701699,17140,0.018
540287,15680,0.068
724112,31740,0.041
639018,31860,0.03
466116,30980,0.002
390533,13140,0.066
598240,29404,0.042
122644,44060,0.079
592786,33140,0.058
681968,28940,0.024
702946,13780,0.055
488984,16740,0.029
264178,34620,0.018
331627,34060,0.04
965932,21340,0.087
603223,19060,0.033
957069,50055,0.03
362449,50027,0.009
562873,49700,0.05
965745,35614,0.1
277107,31700,0.006
793746,50002,0.051
519632,33340,0.097
562639,26820,0.066
244399,37860,0.072
884145,20940,0.096
827063,42220,0.018
627715,40380,0.017
165177,50006,0.063
722983,22500,0.04
467151,30620,0.099
951076,22900,0.087
526724,48620,0.012
877878,10540,0.06
558558,50033,0.061
976689,50029,0.019
723611,34820,0.053
225891,24580,0.045
230672,31860,0.023
213533,28660,0.065
735008,27500,0.071
894439,11020,0.009
829738,49180,0.004
810996,12060,0.087
712644,32820,0.055
112944,12100,0.023
470668,15680,0.019
889973,41100,0.068
168822,22420,0.023
776920,25420,0.071
409171,36540,0.079
554920,16940,0.081
357949,11540,0.055
562132,20524,0.098
442269,49620,0.057
475675,49740,0.099
590483,40980,0.007
165186,43100,0.061
543961,22380,0.076
542208,21660,0.025
995465,10900,0.042
894919,12620,0.039
495740,50053,0.035
116873,21140,0.079
199167,50053,0.082
692039,16580,0.018
982756,14020,0.004
576177,25260,0.017
493206,16940,0.053
897075,49020,0.042
611338,34100,0.042
933643,50002,0.02
697831,47300,0.033
217170,27060,0.098
831069,42100,0.092
649919,47260,0.023
959371,41700,0.015
551156,19140,0.055
782085,22540,0.016
623475,21820,0.098
854694,26900,0.062
944411,41540,0.013
959701,12260,0.032
428993,35100,0.093
562366,50046,0.042
344092,12540,0.038
112562,25980,0.079
322117,40980,0.064
628910,40660,0.097
976133,11700,0.086
251313,27180,0.008
794926,50031,0.094
508223,43300,0.046
685904,18880,0.015
545668,47020,0.041
156449,19460,0.071
182197,14010,0.028
320808,50040,0.039
471243,29404,0.042
420091,50012,0.015
135615,17300,0.1
684979,31460,0.02
784818,31140,0.062
239514,50004,0.087
545442,10900,0.039
582285,50045,0.087
295246,34820,0.077
453370,16620,0.097
847133,16020,0.004
319079,39460,0.03
589593,47460,0.049
357874,19380,0.019
986484,24220,0.083
421658,30620,0.025
308503,19780,0.021
472507,19804,0.022
819642,21500,0.062
654563,46700,0.041
938355,32820,0.042
764430,40660,0.061
435813,50042,0.002
120017,41100,0.084
893516,13220,0.043
620025,44420,0.054
970954,21660,0.058
369112,40484,0.003
893783,36100,0.052
361350,24300,0.055
616239,20940,0.005
533902,32780,0.025
708584,13460,0.092
382187,20994,0.089
625997,23900,0.095
974112,13900,0.04
570462,50028,0.076
716308,50038,0.094
668448,45780,0.063
497603,48540,0.026
231165,38860,0.009
373290,43300,0.08
745404,20740,0.059
490319,50017,0.068
591413,41100,0.027
606880,50013,0.064
376950,14010,0.038
510874,20994,0.068
919143,31340,0.088
790685,42540,0.092
350430,39300,0.027
879568,24500,0.097
353606,50011,0.028
657327,33340,0.036
832624,19060,0.043
476055,12700,0.096
997799,20524,0.081
534101,15380,0.023
159663,50011,0.086
966432,32580,0.085
912268,13020,0.029
816414,12060,0.094
440985,39460,0.01
948855,33140,0.066
136101,19140,0.033
478604,50053,0.029
661689,20524,0.022
691466,22520,0.01
715381,32900,0.093
126647,42200,0.081
252106,13780,0.045
406920,30780,0.049
505893,50029,0.06
562767,28740,0.04
173230,20740,0.004
322170,42200,0.073
336827,13740,0.024
968912,12220,0.034
808622,42220,0.023
113411,36980,0.061
942304,16620,0.038
160588,33660,0.021
609375,47260,0.076
177267,22520,0.052
158500,46340,0.077
573223,12620,0.035
592004,36260,0.056
366717,46540,0.047
898416,23580,0.027
704344,16220,0.031
911234,43524,0.002
122171,47460,0.01
140112,12020,0.005
351330,26580,0.071
567045,38220,0.072
718587,39660,0.085
548714,16580,0.038
955110,15260,0.027
400978,12100,0.076
901640,26980,0.072
229991,12980,0.099
671856,34740,0.095
270293,44940,0.094
416648,29820,0.078
924642,33740,0.075
268810,12420,0.041
488888,50030,0.019
107280,50038,0.02
986088,45060,0.085
905838,13220,0.092
290972,50027,0.098
939457,33874,0.098
864887,31020,0.058
551676,15980,0.043
163467,44140,0.085
318343,24300,0.03
213040,22220,0.01
889351,10900,0.063
482762,26140,0.045
249061,27980,0.064
820373,15380,0.088
258841,28660,0.081
416614,22540,0.007
224211,40380,0.043
599427,22744,0.074
517398,47894,0.009
513842,12020,0.01
622656,12220,0.012
598697,37620,0.038
603523,50012,0.072
664706,12220,0.097
648534,14100,0.03
718785,33780,0.056
346946,41884,0.087
105473,32820,0.002
834232,50035,0.059
721524,24340,0.073
168212,0,0.047
193472,29620,0.079
972920,37860,0.085
491657,12100,0.024
609687,33460,0.042
705204,41420,0.064
896124,47220,0.071
738369,50035,0.087
954017,27980,0.082
766364,49180,0.092
931475,45220,0.046
716396,40380,0.031
890731,14740,0.017
690387,25540,0.076
444329,26420,0.046
538283,16300,0.023
119949,12620,0.021
410999,43100,0.005
373269,33260,0.087
278259,12060,0.059
557488,12020,0.054
905931,29420,0.098
377341,45540,0.04
265961,34060,0.033
904287,45220,0.089
406355,12060,0.059
145315,33220,0.029
618799,20994,0.042
453257,50041,0.035
744195,35840,0.02
739540,48424,0.033
736368,15260,0.038
858213,50039,0.021
229940,50002,0.01
906458,11540,0.088
939393,30460,0.022
586906,24260,0.001
210048,30620,0.018
601430,25980,0.007
423725,50047,0.069
163991,36260,0.051
343970,44220,0.059
880698,30340,0.082
942925,25940,0.064
463807,50023,0.087
996830,48540,0.013
204178,49660,0.037
713708,16060,0.023
408432,50035,0.047
353749,15380,0.054
395385,48060,0.021
918510,41420,0.068
516781,32780,0.072
941032,22660,0.057
417936,42220,0.089
729908,50017,0.053
412259,46540,0.072
314552,41140,0.089
398720,20740,0.043
439647,44060,0.012
141876,43300,0.072
487614,40660,0.099
585667,14860,0.051
916901,16740,0.084
938510,19740,0.065
106447,27140,0.087
224574,23060,0.048
662115,19460,0.053
275774,11700,0.085
163850,25540,0.04
803025,29180,0.009
666768,12580,0.086
365281,44220,0.095
400200,40380,0.072
699524,22520,0.039
993912,16740,0.098
542482,22180,0.084
799237,22140,0.08
475490,36220,0.016
695854,43780,0.013
973894,36100,0.03
833651,46060,0.082
823052,30860,0.029
817560,45820,0.028
167969,38220,0.006
612197,22540,0.095
272937,50047,0.009
738014,12420,0.071
783299,25500,0.051
579006,41540,0.07
713130,37620,0.056
393277,40900,0.085
241171,41700,0.046
532076,34900,0.099
450551,50022,0.04
773523,35084,0.057
685524,39340,0.067
543823,37100,0.029
957544,18140,0.009
473765,12540,0.073
531529,10900,0.023
756463,50051,0.025
364889,23580,0.081
451891,49180,0.047
774376,35380,0.052
202497,41884,0.021
709393,49620,0.09
250307,50030,0.034
458856,22500,0.002
281797,12540,0.006
261206,11540,0.058
159090,31460,0.057
500654,41940,0.089
268941,47260,0.068
306655,20524,0.064
628976,35100,0.003
538739,38940,0.031
636424,33260,0.024
749801,26580,0.063
344286,50028,0.051
415960,44700,0.044
956288,50010,0.095
463687,50004,0.075
697703,27500,0.026
587828,42034,0.084
987148,38220,0.031
152632,40420,0.096
332243,39820,0.095
311008,48424,0.085
407068,11244,0.058
359973,35004,0.061
504931,20994,0.063
895095,33874,0.07
435505,41884,0.014
556311,50028,0.071
587752,48140,0.035
188243,10540,0.033
668955,50035,0.082
125029,37964,0.079
369431,31540,0.072
687669,29820,0.012
712864,24340,0.09
951267,16020,0.003
415312,24260,0.007
978582,42034,0.022
181138,20740,0.015
828027,47300,0.002
538799,17900,0.024
336094,48900,0.089
199764,29540,0.099
384736,38900,0.097
743888,50038,0.009
710388,50035,0.039
534185,48660,0.073
427852,40980,0.053
881303,30300,0.048
362231,13740,0.033
425742,50015,0.04
889460,27100,0.041
973573,42020,0.092
549437,16620,0.049
941929,40660,0.02
804114,13140,0.068
613907,46220,0.037
711419,13820,0.067
186899,11020,0.08
898674,10580,0.002
640334,49620,0.074
847208,39140,0.054
579429,48864,0.067
198822,38860,0.092
432648,28100,0.022
948725,29340,0.068
859433,26900,0.088
818143,50031,0.053
377187,37900,0.02
717723,48060,0.029
850825,37964,0.025
480824,15180,0.049
353673,12060,0.049
611273,45540,0.054
141166,47220,0.076
111560,28020,0.1
639522,25220,0.1
752806,31180,0.077
638535,36780,0.094
366508,12020,0.07
677904,12540,0.002
545633,16540,0.005
481641,44100,0.005
906608,20500,0.087
916369,27500,0.061
503662,19660,0.037
614844,17660,0.077
677415,28940,0.083
533534,50036,0.055
504674,17020,0.011
372782,20100,0.06
541688,11020,0.1
524304,42340,0.038
478971,16180,0.01
667012,16580,0.046
126916,29540,0.07
936937,50040,0.038
259654,13740,0.015
980334,50020,0.076
139251,23060,0.027
980045,47894,0.039
337382,50006,0.083
768511,19340,0.026
478002,49340,0.089
652795,13140,0.074
115819,20220,0.01
802993,33460,0.018
595604,39900,0.087
706336,50053,0.012
491774,30020,0.053
540985,47380,0.058
794035,16580,0.097
225168,23104,0.055
296327,32900,0.064
362221,40580,0.087
344844,12220,0.026
185026,44140,0.045
578673,20940,0.088
525853,29020,0.049
571795,45300,0.022
747310,36420,0.055
148911,11100,0.032
832862,26380,0.007
977042,29620,0.049
556419,36260,0.021
251081,33874,0.02
575183,23540,0.017
317781,50010,0.032
570039,42700,0.027
431070,47664,0.06
482449,21060,0.073
655894,22420,0.026
827280,31740,0.003
868295,17900,0.075
751140,46060,0.099
665302,50023,0.087
274525,28100,0.088
951267,19460,0.058
171007,34940,0.055
383566,50046,0.082
871361,40340,0.079
137251,28140,0.079
610578,45820,0.009
919708,15680,0.085
611983,27100,0.043
423345,43100,0.06
437489,31740,0.098
162606,41060,0.026
235657,21500,0.008
872148,50044,0.078
444755,43340,0.069
207651,23460,0.072
288657,17300,0.029
418957,36220,0.053
937221,44100,0.093
815586,33700,0.006
982002,29460,0.039
821499,50020,0.051
502244,37900,0.022
402239,33540,0.047
214881,50050,0.099
781780,33700,0.055
509676,33140,0.058
723977,16820,0.027
737154,50026,0.059
687601,39340,0.082
793083,34060,0.003
464193,49740,0.011
526520,47940,0.009
633278,31740,0.031
774586,28740,0.062
109886,34060,0.067
874442,34820,0.093
609106,41060,0.059
485944,38300,0.076
259287,31340,0.056
315562,13220,0.096
460313,50032,0.003
279797,21060,0.017
957662,31180,0.099
153582,31700,0.029
657091,11260,0.048
299243,33340,0.094
596932,49700,0.075
702973,21140,0.019
939488,50035,0.029
148592,50017,0.043
414875,29404,0.08
115732,24220,0.016
594059,33660,0.094
582712,18880,0.028
774618,33700,0.035
547489,29180,0.057
104288,16940,0.016
156305,27140,0.08
337346,50025,0.068
860737,41500,0.067
912513,29020,0.019
678802,30700,0.005
660016,47260,0.046
137212,39300,0.001
259386,30780,0.027
331714,46220,0.044
822279,33124,0.093
916780,36084,0.086
765484,31340,0.065
123737,46340,0.03
316104,35614,0.061
264726,24300,0.014
636314,38300,0.039
100913,34980,0.025
370070,31540,0.064
267124,50050,0.054
188729,50015,0.081
631087,41700,0.042
977767,31900,0.012
840549,18020,0.027
483750,27500,0.046
639870,25860,0.046
969037,29820,0.04
377940,26620,0.096
130547,38900,0.055
502966,25860,0.013
326766,34620,0.071
142045,22520,0.015
567947,10500,0.005
913251,33860,0.021
424994,44420,0.052
721168,20220,0.06
842322,33540,0.02
500869,23844,0.067
374252,42340,0.016
661008,29820,0.029
377128,21820,0.062
227470,26380,0.071
368924,17860,0.077
778556,12060,0.066
385354,39460,0.084
897651,44940,0.021
379209,50045,0.088
797574,21500,0.047
808935,16820,0.047
883685,50036,0.093
599864,50050,0.058
930281,10500,0.071
113039,26900,0.022
164837,29740,0.087
670833,22140,0.014
633613,38340,0.092
450868,24340,0.009
127953,12620,0.007
733331,33540,0.069
395339,48660,0.086
619986,29620,0.074
612516,17140,0.064
346436,19500,0.079
553882,17420,0.099
720168,31860,0.067
936059,50015,0.073
324014,50041,0.019
810273,50001,0.046
879153,29460,0.081
830875,47580,0.051
576048,17900,0.06
166178,50022,0.053
267357,17460,0.074
102785,28740,0.077
220918,43420,0.093
642700,43580,0.056
897696,12940,0.015
318245,40900,0.064
528724,15540,0.02
226294,47894,0.058
474664,24340,0.033
690166,22520,0.07
595983,13020,0.073
524329,38860,0.051
945332,41100,0.065
321218,50011,0.034
829696,19500,0.035
764478,10540,0.073
579171,13900,0.037
186966,50015,0.072
152277,33124,0.005
834341,45104,0.002
330828,18140,0.068
712257,33220,0.091
212345,23580,0.016
417364,25500,0.01
128333,18880,0.046
389407,40340,0.055
508128,17780,0.058
287176,31460,0.045
727844,24420,0.064
495286,45460,0.094
528278,24660,0.008
637455,50001,0.016
249424,31140,0.093
150679,18140,0.024
694555,24660,0.081
436636,18700,0.099
978251,13740,0.014
427963,24220,0.09
265246,19460,0.004
508842,47300,0.074
707319,27140,0.082
800552,25500,0.01
939588,33140,0.078
161591,48540,0.035
745512,17780,0.025
409325,30340,0.038
283540,35300,0.099
784001,50025,0.099
113212,24300,0.033
713928,33140,0.068
138930,16620,0.034
678398,44220,0.01
578325,49740,0.074
681013,16580,0.03
230846,44180,0.083
768305,31340,0.082
230186,33220,0.079
196652,18020,0.076
245391,45780,0.058
586480,21500,0.095
759792,16060,0.021
678386,19660,0.014
312929,25980,0.054
529433,13900,0.016
532599,49020,0.046
124534,48620,0.078
796549,47380,0.031
411854,25260,0.081
718723,29940,0.079
534136,16540,0.03
866839,16020,0.089
874709,13980,0.088
289031,17660,0.01
786096,47664,0.008
278183,25260,0.067
189932,17140,0.091
358625,34620,0.068
860243,27500,0.081
777437,30700,0.08
301820,35100,0.073
841922,41140,0.059
137127,48700,0.048
479871,30020,0.092
835255,50041,0.058
529679,29740,0.05
420320,11260,0.099
430596,48300,0.066
127822,45500,0.067
895675,31700,0.073
398947,31740,0.087
424319,50005,0.04
634877,26620,0.037
581848,14500,0.03
128085,29540,0.09
684876,21420,0.097
809665,11500,0.022
304097,20100,0.098
383558,38940,0.029
333459,50045,0.066
537286,50032,0.061
731404,47260,0.003
353798,29180,0.064
726440,21420,0.094
783951,42680,0.065
617604,21820,0.035
790647,47664,0.066
511841,24220,0.089
742364,22140,0.035
138680,39540,0.026
238314,19740,0.014
828177,23844,0.091
482368,39140,0.067
164418,48260,0.089
752734,11180,0.058
335042,29420,0.067
438663,13020,0.03
216188,50036,0.087
277184,22020,0.02
735189,19140,0.09
901230,10500,0.073
432503,50028,0.026
203217,46520,0.012
293695,19660,0.022
810171,21340,0.001
775386,29180,0.08
734615,36260,0.073
323822,29940,0.014
525878,18700,0.1
300225,42680,0.036
680309,50017,0.009
303748,36420,0.092
708195,50045,0.096
408168,31740,0.074
341614,27620,0.089
462130,17300,0.037
465489,49180,0.066
494524,50044,0.057
964201,40484,0.066
433656,19660,0.074
885758,35004,0.02
727136,29700,0.096
146560,29740,0.012
859129,27740,0.059
459523,29340,0.016
928806,47664,0.041
947205,41500,0.098
574147,17820,0.015
669398,34980,0.056
385240,25500,0.015
535462,31700,0.068
573059,49660,0.069
412155,30340,0.039
122594,49180,0.09
993547,19124,0.008
859280,11260,0.05
426504,26300,0.018
318654,50055,0.034
228187,31860,0.067
549352,24300,0.079
345146,14500,0.048
331425,49700,0.023
525307,46060,0.028
461187,50032,0.014
199441,36540,0.053
325311,49660,0.016
461005,24660,0.017
230458,50053,0.059
243149,10780,0.026
930240,24220,0.07
774086,21780,0.087
858721,50027,0.095
749216,45300,0.096
456780,40140,0.013
901402,45500,0.079
519427,33860,0.039
370011,20500,0.082
704319,50048,0.09
532759,11100,0.007
898976,45460,0.075
354963,21780,0.063
577910,34980,0.026
511642,26420,0.036
267323,15764,0.025
221108,50047,0.047
660497,44940,0.092
538253,23104,0.01
455661,39460,0.029
204719,25420,0.05
461868,29700,0.056
142560,12220,0.057
156620,22180,0.04
362179,42700,0.053
495569,36220,0.088
283739,38060,0.035
169857,17660,0.056
783094,23460,0.016
188814,47260,0.051
491189,33124,0.081
698989,27780,0.097
627069,36740,0.069
533031,22500,0.057
114089,35614,0.099
445463,46700,0.047
879331,43620,0.041
290824,26620,0.066
580510,49340,0.04
731438,27900,0.047
770352,21780,0.073
163176,30340,0.046
763288,50056,0.041
227181,22500,0.001
768410,29020,0.054
263824,31460,0.018
115767,47020,0.098
855532,50029,0.036
301654,18580,0.095
744131,22744,0.04
814202,31084,0.037
331080,50033,0.054
782000,28700,0.022
236567,15380,0.026
313342,40140,0.057
773320,33780,0.05
740274,25180,0.098
526128,16860,0.016
953096,12940,0.004
863630,19060,0.014
401357,44420,0.086
484777,17980,0.1
739296,41100,0.043
547510,50013,0.053
917407,25860,0.086
409097,34620,0.066
996471,38540,0.05
750968,25260,0.099
894070,19660,0.019
229219,39820,0.065
249359,31084,0.007
550378,41660,0.029
465349,50032,0.066
734776,19460,0.079
147157,24140,0.065
691914,27340,0.096
673130,41940,0.085
257555,23900,0.036
417552,36780,0.097
587693,35980,0.066
346673,36980,0.018
732197,44060,0.066
951551,24220,0.077
883616,16060,0.051
964037,39140,0.024
780992,41100,0.06
436788,29200,0.05
158427,41180,0.055
860442,36140,0.078
584058,47300,0.067
450224,47260,0.082
717422,41540,0.074
598663,29020,0.079
134986,23844,0.04
495304,21340,0.098
387463,41700,0.099
579638,41884,0.052
549939,20700,0.083
508204,16740,0.005
285122,43300,0.082
597180,29620,0.093
828412,35614,0.087
989239,42100,0.023
326883,21420,0.067
399349,23900,0.01
199585,16060,0.078
454070,19060,0.034
805092,34820,0.024
771305,37620,0.047
864608,21340,0.022
763903,29740,0.073
901497,31700,0.036
351332,27620,0.015
943825,50053,0.06
842067,50011,0.099
518332,49420,0.079
418997,25940,0.079
614742,21420,0.023
680567,17980,0.019
422460,41940,0.086
597051,42020,0.026
528533,24220,0.071
655999,0,0.083
272788,29340,0.052
336263,50053,0.081
127496,34940,0.071
724339,35004,0.089
236488,40580,0.008
369156,22900,0.012
708749,17420,0.013
833393,16820,0.073
262844,47940,0.015
899340,24340,0.035
696903,12700,0.067
771113,19060,0.009
821066,50023,0.052
962617,20940,0.013
204454,34740,0.066
235540,45820,0.094
665871,36220,0.06
201647,44940,0.023
227854,41700,0.029
254152,23540,0.062
710472,18020,0.042
729488,43580,0.013
913577,17020,0.084
383173,42540,0.092
150884,23900,0.083
975629,42140,0.061
255839,48900,0.016
842515,10180,0.017
363761,31860,0.067
723178,20220,0.004
501849,50001,0.073
550372,37620,0.059
287472,50050,0.063
503064,29100,0.017
443333,43300,0.085
158153,11500,0.052
658023,50030,0.068
989306,11500,0.003
677474,38940,0.042
153550,22380,0.072
338125,23060,0.035
634908,24660,0.094
223855,50039,0.033
529657,20994,0.097
752122,35660,0.033
159806,14860,0.039
429107,20260,0.044
794103,45820,0.092
988138,36220,0.06
327965,40580,0.007
434722,19740,0.006
753716,27100,0.01
287125,49660,0.02
822107,13780,0.038
829668,27980,0.034
328302,20940,0.015
833736,40980,0.098
648644,49340,0.015
709104,23060,0.073
953485,35084,0.044
640319,19660,0.094
851583,49660,0.081
783811,39660,0.095
418046,23420,0.049
784277,40980,0.007
218583,48540,0.001
801696,33140,0.033
429526,19340,0.058
979803,45540,0.071
237169,16820,0.069
261502,24420,0.088
304254,46660,0.085
421006,15260,0.024
948015,50020,0.087
171165,34980,0.074
375302,50010,0.04
429869,47664,0.05
555328,46220,0.089
654516,50027,0.061
791581,29420,0.062
559745,12980,0.07
209789,31340,0.092
607128,23844,0.068
669309,31540,0.025
250672,50009,0.095
824370,24300,0.008
193409,26580,0.032
357911,13140,0.05
646929,36500,0.077
947605,29620,0.093
785707,16620,0.061
803281,49420,0.093
731460,34940,0.074
351843,50034,0.058
764290,34060,0.036
141448,41884,0.031
717419,33260,0.065
289563,43340,0.021
567881,11500,0.025
451450,14100,0.03
783279,30140,0.034
192851,35300,0.076
109715,29540,0.004
811737,40220,0.066
761561,50036,0.041
681356,34060,0.043
256587,30140,0.099
953451,20994,0.039
969107,29820,0.071
937417,32820,0.054
540048,33220,0.061
190068,12060,0.004
549061,47260,0.08
726145,50040,0.028
361607,12100,0.093
582821,35300,0.058
163146,31140,0.024
280621,34940,0.023
407769,50030,0.033
233743,44140,0.085
391183,32820,0.06
788278,35004,0.073
964619,33740,0.065
914830,48260,0.072
382884,12980,0.02
603989,40140,0.042
641814,28420,0.022
845735,48864,0.076
423961,11500,0.071
534933,23060,0.037
381007,27500,0.037
780405,43300,0.04
196349,50031,0.014
882129,25860,0.07
332418,12100,0.01
726762,29540,0.033
496599,46340,0.084
728191,22500,0.052
623863,49340,0.014
318448,10900,0.008
321567,22744,0.052
500272,50020,0.07
178668,45540,0.027
504745,16300,0.043
826688,29200,0.02
713012,25500,0.088
719523,24140,0.041
469680,41500,0.029
729101,42700,0.024
511747,10580,0.058
105167,23460,0.023
219745,16820,0.067
612636,33540,0.087
256498,44100,0.002
539651,16060,0.041
484324,15380,0.024
914348,28700,0.053
443832,36780,0.002
181656,22900,0.007
590261,24540,0.047
185824,19300,0.058
302800,48900,0.022
988716,33340,0.038
876154,34940,0.096
647078,21060,0.009
103443,41740,0.02
557466,22520,0.05
872550,20220,0.058
196023,22180,0.036
756188,37900,0.083
742803,31740,0.09
317059,29420,0.091
491346,50036,0.063
874696,12060,0.055
781462,40484,0.088
214685,17460,0.089
256148,50048,0.012
326207,24300,0.081
110527,29020,0.081
630401,19140,0.004
545115,50039,0.031
980659,50038,0.062
313895,50008,0.037
149931,16974,0.083
916251,43620,0.083
189673,17300,0.049
515679,15180,0.053
581280,12940,0.076
699130,24420,0.098
123061,43780,0.039
831250,46540,0.006
800123,40420,0.094
342438,22900,0.008
771924,12940,0.095
832415,10580,0.051
644773,22500,0.016
989207,29620,0.02
612000,50033,0.015
406202,22020,0.085
424226,50029,0.079
773867,17900,0.018
918089,25180,0.091
180839,36740,0.006
372039,20020,0.073
691512,30780,0.043
189494,24420,0.059
995310,33860,0.075
922284,46540,0.005
780553,29020,0.062
807874,21340,0.022
463780,20994,0.095
104636,49420,0.065
756114,27500,0.077
311760,33124,0.074
685304,40220,0.027
184929,21660,0.073
256112,47580,0.038
116803,17980,0.031
453807,43300,0.072
241319,42700,0.094
707566,41940,0.046
330663,42140,0.086
478136,21500,0.076
754575,36540,0.045
921221,21340,0.013
799992,28740,0.01
207256,0,0.064
543751,38340,0.042
976518,19124,0.047
317227,41940,0.084
971937,50035,0.026
572723,13020,0.046
700906,30980,0.094
899067,33740,0.004
514305,50018,0.06
272808,0,0.056
284107,15180,0.091
393526,36420,0.018
512983,29740,0.083
230694,41700,0.084
164909,41140,0.001
219501,23420,0.056
955148,16620,0.005
335716,12620,0.071
385897,29540,0.03
762986,50054,0.05
259975,28420,0.074
910673,50019,0.099
944435,20500,0.015
991508,27620,0.093
136016,13980,0.077
452867,41620,0.044
662239,22420,0.07
855822,29340,0.093
357538,16700,0.059
188094,36500,0.058
695156,45300,0.056
335056,24660,0.041
920915,25260,0.032
252265,13140,0.04
438007,50016,0.002
332802,50021,0.031
441643,47580,0.066
245736,14740,0.002
883705,19060,0.1
848172,11020,0.037
783659,24340,0.051
710380,47220,0.014
611593,12060,0.092
324424,38940,0.095
270270,48140,0.094
475014,31420,0.038
910173,43580,0.091
720631,29700,0.04
350652,29100,0.026
103689,36260,0.074
805884,47260,0.076
456075,32580,0.072
997126,50055,0.094
833128,22140,0.099
353949,32820,0.064
231312,31180,0.077
208315,49180,0.015
222966,42100,0.091
540600,40140,0.051
200619,41540,0.053
182812,45540,0.079
898577,19780,0.034
304925,46660,0.044
958047,45104,0.011
205408,26900,0.058
947749,20740,0.076
382625,50006,0.034
455117,36420,0.039
199082,39540,0.054
245077,30020,0.057
659434,39540,0.024
903316,26820,0.028
458209,50025,0.002
656752,46220,0.065
585768,12700,0.031
339275,43524,0.048
464363,27500,0.003
751929,36140,0.062
313918,50044,0.054
338608,44700,0.059
618197,12220,0.08
638630,22660,0.082
444418,39580,0.034
428004,26140,0.07
111591,41500,0.03
899895,27180,0.058
112991,29020,0.095
386273,24420,0.019
638032,29540,0.085
100469,12620,0.055
864636,44220,0.079
