name,base,hieght
4138,62,58
4139,88,24
4140,62,28
4141,88,45
4142,93,73
4143,28,10
4144,95,87
4145,55,70
4146,12,16
4147,19,27
4148,98,39
4149,51,92
4150,97,50
4151,73,59
4152,41,73
4153,26,10
4154,16,77
4155,71,24
4156,25,12
4157,40,58
4158,77,48
4159,89,36
4160,29,29
4161,71,42
4162,98,40
4163,66,89
4164,55,79
4165,78,58
4166,54,14
4167,58,47
4168,38,90
4169,31,41
4170,36,89
4171,82,47
4172,71,32
4173,92,72
4174,95,64
4175,58,11
4176,85,21
4177,14,38
4178,27,17
4179,81,80
4180,25,10
4181,36,30
4182,40,30
4183,24,47
4184,82,71
4185,39,84
4186,43,87
4187,79,93
4188,18,49
4189,26,24
4190,51,96
4191,58,39
4192,65,84
4193,21,91
4194,59,35
4195,49,54
4196,100,40
4197,94,62
4198,83,54
4199,12,77
4200,93,24
4201,84,98
4202,20,96
4203,70,69
4204,65,12
4205,36,96
4206,82,100
4207,91,38
4208,62,51
4209,87,72
4210,69,92
4211,94,47
4212,97,90
4213,75,43
4214,76,30
4215,44,33
4216,38,45
4217,51,86
4218,88,56
4219,36,73
4220,68,54
4221,24,17
4222,92,69
4223,66,43
4224,69,57
4225,74,67
4226,75,23
4227,38,23
4228,68,11
4229,57,60
4230,78,94
4231,28,95
4232,35,77
4233,96,14
4234,73,22
4235,11,62
4236,69,48
4237,30,86
4238,86,76
4239,90,68
4240,25,42
4241,48,96
4242,84,68
4243,12,39
4244,29,83
4245,37,28
4246,21,35
4247,94,57
4248,60,48
4249,82,39
4250,10,31
4251,87,21
4252,37,70
4253,20,41
4254,38,73
4255,83,13
4256,90,38
4257,74,17
4258,64,37
4259,82,23
4260,34,46
4261,75,22
4262,24,87
4263,89,33
4264,19,51
4265,10,13
4266,45,35
4267,37,45
4268,73,92
4269,95,66
4270,87,37
4271,73,15
4272,42,21
4273,45,91
4274,10,20
4275,28,57
4276,22,59
4277,31,75
4278,93,89
4279,94,60
4280,96,31
4281,13,45
4282,90,57
4283,26,77
4284,23,41
4285,66,99
4286,73,36
4287,80,81
4288,22,48
4289,97,39
4290,36,48
4291,18,99
4292,47,24
4293,85,20
4294,77,15
4295,55,86
4296,80,68
4297,71,64
4298,29,28
4299,34,61
4300,82,51
4301,60,81
4302,69,98
4303,97,97
4304,79,97
4305,64,76
4306,62,93
4307,71,15
4308,12,61
4309,46,40
4310,39,51
4311,94,100
4312,35,33
4313,91,56
4314,43,39
4315,100,92
4316,31,74
4317,11,58
4318,80,34
4319,86,85
4320,16,51
4321,86,26
4322,34,45
4323,90,81
4324,74,35
4325,41,64
4326,16,57
4327,92,72
4328,94,13
4329,47,27
4330,85,38
4331,77,54
4332,75,83
4333,90,34
4334,82,93
4335,40,26
4336,38,12
4337,71,60
4338,33,85
4339,49,43
4340,10,75
4341,47,77
4342,81,44
4343,85,61
4344,76,41
4345,31,46
4346,69,75
4347,50,97
4348,74,28
4349,44,53
4350,22,88
4351,37,88
4352,38,26
4353,12,65
4354,49,36
4355,75,88
4356,93,76
4357,29,25
4358,23,45
4359,61,56
4360,81,80
4361,95,50
4362,76,54
4363,69,82
4364,43,22
4365,85,24
4366,25,93
4367,44,23
4368,46,39
4369,53,79
4370,75,68
4371,63,72
4372,70,24
4373,33,52
4374,85,85
4375,20,11
4376,21,51
4377,35,47
4378,79,22
4379,41,22
4380,38,54
4381,22,64
4382,68,99
4383,18,32
4384,49,11
4385,65,12
4386,23,21
4387,63,92
4388,54,89
4389,70,51
4390,21,18
4391,71,39
4392,16,13
4393,70,89
4394,62,40
4395,43,32
4396,33,48
4397,67,92
4398,88,26
4399,38,21
4400,95,70
4401,88,87
4402,54,95
4403,50,14
4404,63,89
4405,28,63
4406,76,37
4407,13,46
4408,40,86
4409,51,34
4410,91,77
4411,99,84
4412,85,99
4413,18,69
4414,44,82
4415,54,83
4416,92,22
4417,31,92
4418,41,10
4419,11,16
4420,91,89
4421,68,84
4422,100,38
4423,82,57
4424,22,65
4425,72,11
4426,54,17
4427,10,67
4428,19,41
4429,67,41
4430,71,25
4431,19,34
4432,34,97
4433,79,39
4434,94,35
4435,15,53
4436,36,13
4437,31,38
4438,70,88
4439,45,39
4440,62,49
4441,23,22
4442,14,85
4443,97,47
4444,68,92
4445,56,100
4446,64,62
4447,68,40
4448,37,65
4449,46,71
4450,83,54
4451,91,25
4452,60,86
4453,45,78
4454,92,73
4455,10,68
4456,62,45
4457,31,15
4458,87,42
4459,15,34
4460,66,93
4461,72,88
4462,68,84
4463,97,25
4464,23,51
4465,23,22
4466,22,50
4467,40,30
4468,85,38
4469,97,15
4470,71,84
4471,18,48
4472,27,53
4473,32,77
4474,66,40
4475,93,22
4476,16,20
4477,100,33
4478,12,27
4479,12,40
4480,24,48
4481,23,55
4482,89,69
4483,78,35
4484,61,18
4485,17,52
4486,60,36
4487,66,91
4488,88,30
4489,37,30
4490,70,24
4491,87,73
4492,49,91
4493,42,67
4494,97,92
4495,35,67
4496,84,51
4497,69,92
4498,16,22
4499,42,96
4500,10,42
4501,74,95
4502,69,42
4503,17,38
4504,67,25
4505,97,88
4506,90,90
4507,81,92
4508,84,60
4509,15,45
4510,62,29
4511,27,84
4512,60,28
4513,21,90
4514,85,14
4515,25,61
4516,73,65
4517,75,26
4518,28,30
4519,67,82
4520,64,91
4521,42,72
4522,69,83
4523,80,60
4524,97,68
4525,13,84
4526,25,100
4527,82,93
4528,13,15
4529,20,98
4530,19,81
4531,13,30
4532,59,36
4533,66,33
4534,41,87
4535,19,70
4536,73,25
4537,63,58
4538,74,87
4539,82,59
4540,97,29
4541,39,41
4542,57,96
4543,33,32
4544,30,98
4545,57,57
4546,86,19
4547,16,33
4548,14,75
4549,92,48
4550,82,22
4551,72,52
4552,98,65
4553,40,76
4554,42,21
4555,39,32
4556,36,12
4557,94,87
4558,95,17
4559,52,20
4560,10,98
4561,55,74
4562,45,62
4563,23,98
4564,35,44
4565,59,49
4566,60,77
4567,96,79
4568,73,36
4569,83,79
4570,78,37
4571,20,64
4572,56,64
4573,45,91
4574,20,99
4575,56,52
4576,26,87
4577,60,45
4578,68,71
4579,92,58
4580,70,41
4581,29,93
4582,21,28
4583,81,25
4584,30,16
4585,91,98
4586,48,10
4587,46,26
4588,69,96
4589,77,90
4590,35,52
4591,11,25
4592,29,11
4593,65,89
4594,18,56
4595,95,88
4596,34,38
4597,65,78
4598,20,30
4599,15,30
4600,91,56
4601,50,76
4602,27,82
4603,24,52
4604,100,81
4605,92,56
4606,46,10
4607,64,41
4608,97,42
4609,71,26
4610,20,29
4611,61,97
4612,36,82
4613,28,85
4614,90,26
4615,69,94
4616,72,82
4617,70,43
4618,26,59
4619,31,36
4620,34,29
4621,51,57
4622,60,64
4623,83,13
4624,88,77
4625,27,97
4626,77,79
4627,56,100
4628,70,84
4629,27,58
4630,42,85
4631,82,26
4632,32,84
4633,28,18
4634,61,10
4635,36,23
4636,31,58
4637,24,96
4638,100,94
4639,22,63
4640,80,88
4641,21,19
4642,59,27
4643,73,74
4644,100,92
4645,81,35
4646,61,71
4647,72,20
4648,29,20
4649,25,44
4650,92,48
4651,27,92
4652,66,64
4653,17,22
4654,87,93
4655,85,79
4656,61,28
4657,20,39
4658,14,94
4659,89,97
4660,35,62
4661,81,97
4662,67,93
4663,71,44
4664,90,16
4665,43,32
4666,81,79
4667,87,27
4668,55,97
4669,15,85
4670,23,78
4671,17,92
4672,98,94
4673,62,71
4674,38,73
4675,91,60
4676,81,84
4677,18,39
4678,90,37
4679,33,30
4680,11,97
4681,54,15
4682,88,67
4683,92,91
4684,39,98
4685,31,26
4686,80,58
4687,75,55
4688,19,28
4689,62,61
4690,69,80
4691,39,79
4692,72,85
4693,73,73
4694,79,52
4695,82,62
4696,31,49
4697,24,34
4698,64,35
4699,55,20
4700,55,15
4701,20,67
4702,56,66
4703,84,37
4704,76,90
4705,47,21
4706,63,77
4707,93,32
4708,43,51
4709,53,90
4710,66,90
4711,95,90
4712,80,14
4713,81,29
4714,63,12
4715,36,55
4716,78,78
4717,82,14
4718,25,38
4719,39,60
4720,57,82
4721,75,10
4722,75,57
4723,64,27
4724,53,14
4725,42,78
4726,79,42
4727,79,52
4728,80,39
4729,75,85
4730,80,36
4731,25,59
4732,100,89
4733,50,67
4734,45,81
4735,70,91
4736,25,83
4737,70,65
4738,64,17
4739,94,86
4740,34,47
4741,88,59
4742,90,69
4743,39,57
4744,16,98
4745,87,13
4746,61,12
4747,55,26
4748,96,80
4749,66,24
4750,23,100
4751,55,59
4752,26,91
4753,88,84
4754,91,74
4755,35,44
4756,30,67
4757,53,14
4758,23,96
4759,97,70
4760,57,67
4761,45,57
4762,61,85
4763,62,26
4764,58,52
4765,99,42
4766,100,55
4767,56,32
4768,92,84
4769,82,62
4770,35,39
4771,26,49
4772,31,27
4773,33,56
4774,46,47
4775,35,75
4776,38,59
4777,39,76
4778,71,64
4779,12,93
4780,70,12
4781,57,57
4782,70,19
4783,51,49
4784,10,18
4785,94,34
4786,16,39
4787,22,97
4788,83,43
4789,15,96
4790,90,50
4791,14,37
4792,29,23
4793,61,88
4794,97,77
4795,37,11
4796,51,25
4797,47,33
4798,50,96
4799,11,34
4800,55,84
4801,55,38
4802,90,90
4803,88,25
4804,27,43
4805,76,22
4806,81,24
4807,98,74
4808,92,71
4809,64,27
4810,72,63
4811,82,44
4812,97,15
4813,48,12
4814,78,44
4815,46,92
4816,42,49
4817,21,68
4818,97,22
4819,11,21
4820,32,46
4821,67,54
4822,32,35
4823,66,63
4824,44,35
4825,33,63
4826,19,85
4827,41,68
4828,16,76
4829,92,13
4830,36,71
4831,85,53
4832,87,10
4833,68,28
4834,31,80
4835,45,92
4836,99,46
4837,85,38
4838,22,57
4839,52,33
4840,75,88
4841,42,27
4842,75,72
4843,35,60
4844,43,99
4845,76,28
4846,66,13
4847,73,97
4848,69,99
4849,15,24
4850,28,85
4851,53,20
4852,72,68
4853,25,82
4854,19,38
4855,12,100
4856,36,41
4857,92,96
4858,65,92
4859,68,29
4860,66,86
4861,26,64
4862,78,88
4863,40,91
4864,30,71
4865,67,91
4866,59,20
4867,48,33
4868,93,54
4869,76,84
4870,44,28
4871,10,87
4872,50,69
4873,88,90
4874,33,75
4875,76,83
4876,21,42
4877,86,40
4878,93,74
4879,92,72
4880,61,61
4881,90,77
4882,34,79
4883,17,77
4884,90,19
4885,10,76
4886,64,97
4887,22,34
4888,20,70
4889,92,34
4890,65,22
4891,14,98
4892,29,70
4893,33,80
4894,62,25
4895,16,69
4896,78,30
4897,33,12
4898,55,54
4899,98,96
4900,78,15
4901,48,13
4902,55,16
4903,66,72
4904,47,75
4905,58,17
4906,34,12
4907,85,10
4908,91,15
4909,61,35
4910,96,64
4911,73,86
4912,16,49
4913,66,21
4914,10,100
4915,80,65
4916,88,21
4917,71,57
4918,96,89
4919,94,39
4920,20,49
4921,59,57
4922,23,53
4923,81,77
4924,64,34
4925,10,96
4926,31,15
4927,68,87
4928,72,62
4929,50,58
4930,98,92
4931,64,35
4932,79,21
4933,23,76
4934,94,44
4935,25,61
4936,19,16
4937,79,15
4938,83,60
4939,39,59
4940,23,66
4941,24,16
4942,41,90
4943,86,33
4944,19,93
4945,41,72
4946,74,64
4947,82,47
4948,60,79
4949,100,63
4950,41,79
4951,90,85
4952,42,32
4953,67,13
4954,39,34
4955,97,44
4956,25,29
4957,22,39
4958,21,91
4959,48,58
4960,57,92
4961,69,34
4962,18,100
4963,49,33
4964,45,99
4965,26,26
4966,51,51
4967,82,87
4968,47,44
4969,99,57
4970,67,97
4971,33,54
4972,91,90
4973,13,24
4974,60,85
4975,29,14
4976,21,57
4977,42,98
4978,44,51
4979,54,82
4980,55,14
4981,85,41
4982,81,60
4983,44,38
4984,49,54
4985,21,45
4986,18,86
4987,32,75
4988,40,72
4989,10,23
4990,82,26
4991,46,90
4992,16,85
4993,31,16
4994,29,58
4995,41,79
4996,40,12
4997,59,65
4998,95,41
4999,84,11
5000,17,73
5001,22,82
5002,87,97
5003,56,77
5004,98,19
5005,76,33
5006,10,96
5007,80,44
5008,30,70
5009,36,47
5010,28,21
5011,71,27
5012,49,74
5013,53,49
5014,85,35
5015,42,55
5016,67,87
5017,17,83
5018,30,99
5019,76,47
5020,45,32
5021,73,82
5022,23,59
5023,12,33
5024,77,81
5025,78,10
5026,18,64
5027,60,87
5028,51,23
5029,64,67
5030,72,85
5031,63,41
5032,78,27
5033,14,74
5034,26,72
5035,13,92
5036,23,99
5037,29,93
5038,76,32
5039,66,100
5040,44,69
5041,64,91
5042,68,63
5043,38,87
5044,68,42
5045,44,43
5046,92,71
5047,77,19
5048,99,12
5049,37,43
5050,63,19
5051,80,35
5052,19,68
5053,92,69
5054,12,70
5055,94,69
5056,93,93
5057,84,36
5058,43,48
5059,54,54
5060,70,75
5061,11,11
5062,47,11
5063,85,78
5064,11,89
5065,47,59
5066,72,89
5067,37,23
5068,35,67
5069,22,45
5070,68,23
5071,90,28
5072,87,28
5073,98,13
5074,23,91
5075,45,49
5076,42,95
5077,45,62
5078,69,71
5079,58,61
5080,72,97
5081,26,89
5082,79,82
5083,85,89
5084,14,19
5085,35,82
5086,68,10
5087,61,34
5088,23,44
5089,36,36
5090,34,95
5091,100,33
5092,40,16
5093,41,93
5094,19,63
5095,71,89
5096,32,50
5097,68,20
5098,81,32
5099,59,95
5100,68,30
5101,96,72
5102,100,25
5103,66,21
5104,14,55
5105,58,30
5106,13,93
5107,10,29
5108,75,45
5109,21,55
5110,97,15
5111,98,61
5112,13,14
5113,17,64
5114,27,92
5115,17,72
5116,25,63
5117,65,80
5118,95,22
5119,71,48
5120,30,11
5121,34,21
5122,36,15
5123,12,21
5124,52,69
5125,18,17
5126,82,55
5127,75,39
5128,75,13
5129,54,44
5130,35,78
5131,13,80
5132,91,89
5133,17,85
5134,43,85
5135,69,82
5136,76,95
5137,59,25
5138,60,51
5139,82,88
5140,89,64
5141,86,48
5142,18,72
5143,98,32
5144,26,71
5145,22,15
5146,86,62
5147,91,26
5148,92,96
5149,88,13
5150,48,84
5151,11,35
5152,51,51
5153,38,22
5154,27,79
5155,74,99
5156,22,69
5157,20,69
5158,12,22
5159,66,67
5160,29,86
5161,67,22
5162,79,78
5163,13,93
5164,15,53
5165,85,27
5166,43,23
5167,87,96
5168,29,84
5169,57,37
5170,76,52
5171,19,100
5172,41,17
5173,74,20
5174,84,87
5175,81,23
5176,31,48
5177,55,40
5178,21,79
5179,83,100
5180,66,39
5181,44,56
5182,90,43
5183,91,45
5184,38,75
5185,57,70
5186,56,11
5187,92,42
5188,91,74
5189,76,76
5190,91,65
5191,67,100
5192,46,81
5193,21,97
5194,85,90
5195,97,62
5196,92,84
5197,31,18
5198,44,44
5199,68,36
5200,66,52
5201,93,52
5202,96,44
5203,49,45
5204,70,93
5205,49,25
5206,48,65
5207,80,49
5208,79,99
5209,100,30
5210,87,52
5211,93,84
5212,56,37
5213,16,67
5214,81,30
5215,100,24
5216,81,99
5217,79,99
5218,72,26
5219,42,51
5220,40,89
5221,54,15
5222,50,71
5223,39,95
5224,86,82
5225,42,16
5226,75,54
5227,52,93
5228,27,40
5229,59,47
5230,85,44
5231,84,68
5232,88,31
5233,97,46
5234,25,28
5235,13,98
5236,58,41
5237,91,43
5238,23,33
5239,99,77
5240,69,37
5241,88,71
5242,52,11
5243,98,31
5244,55,33
5245,24,50
5246,85,46
5247,18,75
5248,25,43
5249,89,22
5250,56,28
5251,64,94
5252,58,28
5253,46,67
5254,32,59
5255,15,43
5256,45,13
5257,73,13
5258,49,11
5259,42,15
5260,36,58
5261,59,25
5262,19,39
5263,100,96
5264,11,80
5265,13,10
5266,27,79
5267,26,84
5268,79,65
5269,73,47
5270,36,63
5271,35,53
5272,79,12
5273,88,57
5274,75,12
5275,75,64
5276,83,80
5277,80,53
5278,48,58
5279,33,67
5280,26,82
5281,11,46
5282,17,21
5283,11,100
5284,74,21
5285,45,74
5286,89,63
5287,89,47
5288,59,51
5289,55,14
5290,96,30
5291,37,76
5292,59,16
5293,48,72
5294,55,46
5295,99,44
5296,98,77
5297,21,32
5298,13,61
5299,64,46
5300,86,64
5301,11,91
5302,32,20
5303,49,17
5304,95,55
5305,16,23
5306,66,26
5307,74,52
5308,27,86
5309,30,38
5310,72,59
5311,100,23
5312,69,39
5313,76,83
5314,88,19
5315,72,66
5316,65,31
5317,15,15
5318,28,61
5319,70,49
5320,70,90
5321,64,70
5322,31,83
5323,90,67
5324,81,98
5325,63,90
5326,24,12
5327,62,67
5328,44,68
5329,71,88
5330,33,14
5331,29,30
5332,31,16
5333,15,39
5334,93,62
5335,11,54
5336,22,85
5337,62,52
5338,82,55
5339,54,43
5340,21,50
5341,58,77
5342,91,80
5343,61,19
5344,23,100
5345,50,73
5346,75,23
5347,11,70
5348,30,88
5349,87,76
5350,48,91
5351,38,46
5352,81,96
5353,90,99
5354,32,34
5355,77,76
5356,97,45
5357,32,65
5358,100,32
5359,27,80
5360,11,50
5361,16,51
5362,58,77
5363,55,40
5364,45,88
5365,27,62
5366,71,64
5367,16,56
5368,39,49
5369,54,50
5370,75,90
5371,32,63
5372,55,23
5373,73,56
5374,82,42
5375,37,13
5376,95,49
5377,60,53
5378,87,84
5379,84,74
5380,86,73
5381,14,81
5382,93,26
5383,56,94
5384,82,69
5385,54,51
5386,55,22
5387,63,38
5388,47,42
5389,91,61
5390,40,95
5391,31,46
5392,28,70
5393,51,31
5394,39,25
5395,91,81
5396,94,79
5397,88,52
5398,66,14
5399,87,53
5400,35,95
5401,56,96
5402,51,13
5403,30,58
5404,22,17
5405,26,57
5406,99,17
5407,19,56
5408,88,20
5409,61,28
5410,99,65
5411,22,82
5412,23,69
5413,28,29
5414,37,54
5415,23,97
5416,93,32
5417,82,48
5418,83,42
5419,90,92
5420,79,13
5421,54,49
5422,66,80
5423,93,46
5424,58,86
5425,86,64
5426,11,17
5427,18,93
5428,11,31
5429,37,56
5430,13,70
5431,13,90
5432,18,56
5433,13,38
5434,42,54
5435,96,35
5436,37,42
5437,32,34
5438,96,65
5439,43,83
5440,94,25
5441,57,77
5442,23,85
5443,44,80
5444,78,32
5445,33,69
5446,89,18
5447,83,16
5448,66,92
5449,23,67
5450,23,16
5451,88,100
5452,86,71
5453,48,20
5454,26,26
5455,32,19
5456,81,87
5457,90,84
5458,52,29
5459,96,63
5460,54,46
5461,76,47
5462,97,29
5463,54,14
5464,10,13
5465,32,91
5466,47,37
5467,50,21
5468,84,12
5469,67,46
5470,83,35
5471,38,54
5472,50,38
5473,20,98
5474,38,77
5475,94,46
5476,32,28
5477,54,77
5478,56,23
5479,89,47
5480,97,48
5481,96,83
5482,94,17
5483,21,88
5484,95,11
5485,38,57
5486,95,89
5487,48,84
5488,98,62
5489,82,23
5490,100,16
5491,82,14
5492,85,29
5493,69,73
5494,46,14
5495,83,82
5496,63,16
5497,87,87
5498,68,65
5499,62,35
5500,94,74
5501,79,62
5502,67,64
5503,52,90
5504,40,28
5505,44,64
5506,55,87
5507,98,40
5508,28,22
5509,47,47
5510,96,68
5511,97,55
5512,18,62
5513,58,87
5514,79,41
5515,27,39
5516,89,62
5517,20,18
5518,62,53
5519,53,36
5520,53,44
5521,63,91
5522,72,68
5523,100,97
5524,11,98
5525,75,70
5526,12,46
5527,36,33
5528,96,59
5529,53,85
5530,26,49
5531,55,61
5532,97,88
5533,21,42
5534,35,82
5535,43,92
5536,58,28
5537,88,57
5538,82,97
5539,80,89
5540,45,81
5541,91,76
5542,47,44
5543,82,35
5544,31,76
5545,96,23
5546,82,93
5547,69,59
5548,61,31
5549,77,44
5550,25,39
5551,45,94
5552,85,30
5553,45,95
5554,84,74
5555,44,48
5556,37,14
5557,78,30
5558,48,66
5559,94,74
5560,81,14
5561,53,61
5562,23,58
5563,54,37
5564,49,81
5565,70,70
5566,50,22
5567,56,99
5568,20,19
5569,48,53
5570,73,42
5571,41,89
5572,73,93
5573,82,69
5574,13,93
5575,15,46
5576,92,78
5577,91,69
5578,59,46
5579,36,80
5580,80,80
5581,68,54
5582,47,96
5583,91,45
5584,23,61
5585,66,17
5586,65,35
5587,95,61
5588,65,71
5589,58,78
5590,43,84
5591,33,12
5592,86,91
5593,38,43
5594,37,27
5595,11,72
5596,33,60
5597,71,36
5598,59,94
5599,93,94
5600,24,27
5601,90,51
5602,54,71
5603,92,94
5604,59,37
5605,35,84
5606,89,82
5607,99,35
5608,59,97
5609,76,72
5610,95,41
5611,71,14
5612,19,41
5613,87,89
5614,30,14
5615,42,59
5616,89,56
5617,22,23
5618,80,77
5619,78,60
5620,98,53
5621,80,49
5622,67,46
5623,72,95
5624,15,56
5625,23,34
5626,18,58
5627,23,73
5628,31,92
5629,25,99
5630,21,80
5631,60,89
5632,18,60
5633,75,54
5634,70,100
5635,76,17
5636,46,100
5637,37,96
5638,13,17
5639,59,34
5640,19,33
5641,53,27
5642,50,34
5643,23,68
5644,14,41
5645,73,70
5646,100,99
5647,29,50
5648,68,15
5649,99,36
5650,91,26
5651,100,60
5652,50,46
5653,37,72
5654,82,98
5655,21,60
5656,47,97
5657,41,65
5658,14,98
5659,99,13
5660,75,27
5661,22,57
5662,54,82
5663,71,62
5664,11,29
5665,55,75
5666,26,18
5667,58,84
5668,24,56
5669,64,46
5670,26,19
5671,75,79
5672,95,59
5673,92,97
5674,67,85
5675,66,43
5676,53,90
5677,41,92
5678,48,74
5679,34,30
5680,59,64
5681,100,85
5682,60,37
5683,20,39
5684,13,72
5685,80,88
5686,53,95
5687,38,55
5688,47,26
5689,80,50
5690,21,51
5691,70,97
5692,36,65
5693,66,47
5694,33,41
5695,35,80
5696,52,85
5697,55,33
5698,50,38
5699,35,96
5700,31,81
5701,74,77
5702,12,51
5703,59,33
5704,63,55
5705,51,47
5706,93,40
5707,10,77
5708,46,46
5709,86,82
5710,83,68
5711,51,30
5712,93,67
5713,29,16
5714,91,11
5715,29,54
5716,14,48
5717,62,67
5718,14,29
5719,71,43
5720,73,74
5721,75,12
5722,14,51
5723,62,50
5724,76,95
5725,37,100
5726,80,32
5727,38,77
5728,33,65
5729,87,33
5730,91,99
5731,40,96
5732,48,42
5733,67,100
5734,77,47
5735,16,71
5736,34,36
5737,63,41
5738,49,69
5739,17,80
5740,67,98
5741,16,14
5742,20,36
5743,52,53
5744,99,71
5745,13,75
5746,80,64
5747,81,24
5748,78,80
5749,10,62
5750,82,76
5751,16,35
5752,79,40
5753,18,57
5754,87,17
5755,17,48
5756,60,59
5757,28,73
5758,45,51
5759,30,85
5760,26,91
5761,18,91
5762,90,90
5763,15,19
5764,46,69
5765,67,19
5766,58,21
5767,95,86
5768,34,26
5769,64,79
5770,12,19
5771,47,28
5772,75,40
5773,10,41
5774,36,49
5775,77,23
5776,88,51
5777,60,21
5778,23,23
5779,54,21
5780,13,62
5781,65,67
5782,97,20
5783,64,61
5784,84,95
5785,82,15
5786,45,90
5787,36,52
5788,19,93
5789,26,90
5790,79,96
5791,59,91
5792,66,78
5793,27,65
5794,32,94
5795,14,31
5796,52,85
5797,39,66
5798,51,11
5799,93,100
5800,58,62
5801,96,56
5802,35,85
5803,88,87
5804,23,95
5805,43,14
5806,33,41
5807,21,58
5808,84,67
5809,31,48
5810,52,27
5811,96,93
5812,75,36
5813,86,24
5814,62,21
5815,10,19
5816,48,83
5817,82,75
5818,100,94
5819,72,94
5820,34,48
5821,91,77
5822,97,60
5823,21,53
5824,72,89
5825,43,39
5826,67,42
5827,37,51
5828,49,30
5829,33,40
5830,19,38
5831,37,45
5832,22,12
5833,32,40
5834,19,74
5835,71,67
5836,90,33
5837,31,56
5838,26,49
5839,85,46
5840,49,25
5841,90,25
5842,82,49
5843,74,28
5844,76,68
5845,27,61
5846,23,33
5847,85,10
5848,12,10
5849,54,35
5850,16,13
5851,94,67
5852,66,35
5853,35,28
5854,31,86
5855,25,32
5856,88,26
5857,69,55
5858,80,19
5859,92,47
5860,13,23
5861,51,88
5862,48,23
5863,13,23
5864,82,57
5865,80,26
5866,35,68
5867,61,27
5868,21,69
5869,87,85
5870,94,86
5871,69,19
5872,81,54
5873,53,39
5874,70,37
5875,16,25
5876,49,55
5877,94,93
5878,46,31
5879,69,60
5880,28,73
5881,75,10
5882,47,14
5883,64,51
5884,77,26
5885,40,48
5886,92,45
5887,52,83
5888,58,64
5889,55,63
5890,27,93
5891,83,17
5892,33,73
5893,98,44
5894,17,88
5895,61,68
5896,85,61
5897,68,61
5898,81,100
5899,15,64
5900,96,75
5901,58,83
5902,11,77
5903,62,43
5904,36,49
5905,24,59
5906,52,51
5907,82,41
5908,32,25
5909,88,86
5910,21,85
5911,24,16
5912,48,33
5913,45,99
5914,88,51
5915,88,83
5916,32,78
5917,91,95
5918,67,62
5919,73,99
5920,69,51
5921,56,89
5922,28,39
5923,80,74
5924,83,33
5925,69,50
5926,38,91
5927,67,28
5928,76,93
5929,21,96
5930,34,60
5931,82,79
5932,87,51
5933,12,83
5934,58,95
5935,56,12
5936,90,62
5937,49,71
5938,80,76
5939,96,90
5940,84,20
5941,72,33
5942,100,62
5943,23,96
5944,83,54
5945,95,40
5946,64,10
5947,70,53
5948,56,68
5949,69,75
5950,71,83
5951,47,81
5952,71,46
5953,33,70
5954,15,48
5955,100,62
5956,47,74
5957,84,63
5958,18,48
5959,90,16
5960,82,89
5961,62,37
5962,46,71
5963,69,84
5964,37,64
5965,65,65
5966,64,44
5967,76,24
5968,86,78
5969,72,85
5970,11,48
5971,35,37
5972,51,18
5973,32,45
5974,39,58
5975,47,78
5976,25,72
5977,30,73
5978,76,92
5979,77,10
5980,35,24
5981,43,62
5982,26,76
5983,80,24
5984,94,83
5985,79,68
5986,100,55
5987,68,96
5988,85,85
5989,100,39
5990,62,36
5991,79,85
5992,85,23
5993,69,75
5994,64,10
5995,41,84
5996,47,75
5997,96,39
5998,75,98
5999,40,77
6000,19,20
6001,47,28
6002,12,46
6003,58,87
6004,54,60
6005,15,84
6006,76,97
6007,66,70
6008,65,28
6009,74,63
6010,72,100
6011,13,30
6012,30,30
6013,13,43
6014,35,31
6015,14,97
6016,74,65
6017,58,83
6018,58,96
6019,48,13
6020,56,33
6021,74,37
6022,19,51
6023,12,19
6024,14,16
6025,51,74
6026,53,74
6027,81,62
6028,86,62
6029,73,56
6030,62,64
6031,96,95
6032,62,79
6033,35,17
6034,31,61
6035,80,29
6036,53,85
6037,12,34
6038,42,96
6039,24,12
6040,21,17
6041,84,46
6042,50,56
6043,69,14
6044,52,68
6045,22,25
6046,36,12
6047,52,46
6048,71,57
6049,79,74
6050,23,52
6051,95,100
6052,61,57
6053,78,29
6054,62,71
6055,22,68
6056,43,73
6057,37,37
6058,100,64
6059,12,66
6060,84,50
6061,91,43
6062,95,24
6063,81,58
6064,38,23
6065,85,32
6066,10,94
6067,42,48
6068,26,29
6069,79,68
6070,72,85
6071,84,98
6072,23,36
6073,59,21
6074,64,85
6075,41,42
6076,88,63
6077,67,51
6078,25,23
6079,11,57
6080,30,56
6081,87,63
6082,93,97
6083,15,31
6084,33,31
6085,77,82
6086,65,40
6087,99,81
6088,15,70
6089,90,35
6090,11,70
6091,78,26
6092,91,53
6093,81,34
6094,18,53
6095,52,29
6096,26,75
6097,98,84
6098,73,33
6099,12,77
6100,52,19
6101,19,80
6102,64,85
6103,100,88
6104,53,27
6105,19,82
6106,59,65
6107,71,22
6108,45,25
6109,60,15
6110,86,47
6111,13,85
6112,81,51
6113,87,50
6114,39,50
6115,10,26
6116,21,10
6117,24,80
6118,87,100
6119,91,77
6120,84,93
6121,82,20
6122,91,79
6123,56,33
6124,67,26
6125,41,90
6126,29,12
6127,30,84
6128,91,79
6129,68,19
6130,64,53
6131,76,34
6132,26,76
6133,49,25
6134,34,48
6135,76,20
